Zipcode,City,State,Available,ZipType
92418,SAN BERNARDINO,CA,Available,UNIQUE
92420,SAN BERNARDINO,CA,Available,UNIQUE
92423,SAN BERNARDINO,CA,Available,STANDARD
92424,SAN BERNARDINO,CA,Available,UNIQUE
92427,SAN BERNARDINO,CA,Available,STANDARD
92501,RIVERSIDE,CA,Available,STANDARD
92502,RIVERSIDE,CA,Available,STANDARD
92503,RIVERSIDE,CA,Available,STANDARD
92504,RIVERSIDE,CA,Available,STANDARD
92505,RIVERSIDE,CA,Available,STANDARD
92506,RIVERSIDE,CA,Available,STANDARD
92507,RIVERSIDE,CA,Available,STANDARD
92508,RIVERSIDE,CA,Available,STANDARD
92509,RIVERSIDE,CA,Available,STANDARD
92513,RIVERSIDE,CA,Available,STANDARD
92514,RIVERSIDE,CA,Available,STANDARD
92515,RIVERSIDE,CA,Available,STANDARD
92516,RIVERSIDE,CA,Available,STANDARD
92517,RIVERSIDE,CA,Available,STANDARD
92518,MARCH AIR FORCE BASE,CA,Available,STANDARD
92519,RIVERSIDE,CA,Available,STANDARD
92521,RIVERSIDE,CA,Available,UNIQUE
92522,RIVERSIDE,CA,Available,UNIQUE
92530,LAKE ELSINORE,CA,Available,STANDARD
92531,LAKE ELSINORE,CA,Available,STANDARD
92532,LAKE ELSINORE,CA,Available,STANDARD
92536,AGUANGA,CA,Available,STANDARD
92543,HEMET,CA,Available,STANDARD
92544,HEMET,CA,Available,STANDARD
92545,HEMET,CA,Available,STANDARD
92546,HEMET,CA,Available,STANDARD
92548,HOMELAND,CA,Available,STANDARD
92551,MORENO VALLEY,CA,Available,STANDARD
92552,MORENO VALLEY,CA,Available,STANDARD
92553,MORENO VALLEY,CA,Available,STANDARD
92554,MORENO VALLEY,CA,Available,STANDARD
92555,MORENO VALLEY,CA,Available,STANDARD
92556,MORENO VALLEY,CA,Available,STANDARD
92557,MORENO VALLEY,CA,Available,STANDARD
92562,MURRIETA,CA,Available,STANDARD
92563,MURRIETA,CA,Available,STANDARD
92564,MURRIETA,CA,Available,STANDARD
92567,NUEVO,CA,Available,STANDARD
92570,PERRIS,CA,Available,STANDARD
92571,PERRIS,CA,Available,STANDARD
92572,PERRIS,CA,Available,STANDARD
92581,SAN JACINTO,CA,Available,STANDARD
92582,SAN JACINTO,CA,Available,STANDARD
92583,SAN JACINTO,CA,Available,STANDARD
92584,MENIFEE,CA,Available,STANDARD
92585,SUN CITY,CA,Available,STANDARD
92586,SUN CITY,CA,Available,STANDARD
92587,SUN CITY,CA,Available,STANDARD
92589,TEMECULA,CA,Available,STANDARD
92590,TEMECULA,CA,Available,STANDARD
92591,TEMECULA,CA,Available,STANDARD
92592,TEMECULA,CA,Available,STANDARD
92593,TEMECULA,CA,Available,STANDARD
92595,WILDOMAR,CA,Available,STANDARD
92596,WINCHESTER,CA,Available,STANDARD
92599,PERRIS,CA,Available,UNIQUE
92602,IRVINE,CA,Available,STANDARD
92603,IRVINE,CA,Available,STANDARD
92604,IRVINE,CA,Available,STANDARD
92605,HUNTINGTON BEACH,CA,Available,STANDARD
92606,IRVINE,CA,Available,STANDARD
92607,LAGUNA NIGUEL,CA,Available,STANDARD
92609,EL TORO,CA,Available,STANDARD
92610,FOOTHILL RANCH,CA,Available,STANDARD
92612,IRVINE,CA,Available,STANDARD
92614,IRVINE,CA,Available,STANDARD
92615,HUNTINGTON BEACH,CA,Available,STANDARD
92616,IRVINE,CA,Available,STANDARD
92618,IRVINE,CA,Available,STANDARD
92619,IRVINE,CA,Available,STANDARD
92620,IRVINE,CA,Available,STANDARD
92623,IRVINE,CA,Available,STANDARD
92624,CAPISTRANO BEACH,CA,Available,STANDARD
92625,CORONA DEL MAR,CA,Available,STANDARD
92626,COSTA MESA,CA,Available,STANDARD
92627,COSTA MESA,CA,Available,STANDARD
92628,COSTA MESA,CA,Available,STANDARD
92629,DANA POINT,CA,Available,STANDARD
92630,LAKE FOREST,CA,Available,STANDARD
92637,LAGUNA HILLS,CA,Available,STANDARD
92646,HUNTINGTON BEACH,CA,Available,STANDARD
92647,HUNTINGTON BEACH,CA,Available,STANDARD
92648,HUNTINGTON BEACH,CA,Available,STANDARD
92649,HUNTINGTON BEACH,CA,Available,STANDARD
92650,EAST IRVINE,CA,Available,STANDARD
92651,LAGUNA BEACH,CA,Available,STANDARD
92652,LAGUNA BEACH,CA,Available,STANDARD
92653,LAGUNA HILLS,CA,Available,STANDARD
92654,LAGUNA HILLS,CA,Available,STANDARD
92655,MIDWAY CITY,CA,Available,STANDARD
92656,ALISO VIEJO,CA,Available,STANDARD
92657,NEWPORT COAST,CA,Available,STANDARD
92658,NEWPORT BEACH,CA,Available,STANDARD
92659,NEWPORT BEACH,CA,Available,STANDARD
92660,NEWPORT BEACH,CA,Available,STANDARD
92661,NEWPORT BEACH,CA,Available,STANDARD
92662,NEWPORT BEACH,CA,Available,STANDARD
92663,NEWPORT BEACH,CA,Available,STANDARD
92672,SAN CLEMENTE,CA,Available,STANDARD
92673,SAN CLEMENTE,CA,Available,STANDARD
92674,SAN CLEMENTE,CA,Available,STANDARD
92675,SAN JUAN CAPISTRANO,CA,Available,STANDARD
92676,SILVERADO,CA,Available,STANDARD
92677,LAGUNA NIGUEL,CA,Available,STANDARD
92678,TRABUCO CANYON,CA,Available,STANDARD
92679,TRABUCO CANYON,CA,Available,STANDARD
92683,WESTMINSTER,CA,Available,STANDARD
92684,WESTMINSTER,CA,Available,STANDARD
92685,WESTMINSTER,CA,Available,STANDARD
92688,RANCHO SANTA MARGARITA,CA,Available,STANDARD
92690,MISSION VIEJO,CA,Available,STANDARD
92691,MISSION VIEJO,CA,Available,STANDARD
92692,MISSION VIEJO,CA,Available,STANDARD
92693,SAN JUAN CAPISTRANO,CA,Available,STANDARD
92694,LADERA RANCH,CA,Available,STANDARD
92697,IRVINE,CA,Available,UNIQUE
92698,ALISO VIEJO,CA,Available,UNIQUE
92701,SANTA ANA,CA,Available,STANDARD
92702,SANTA ANA,CA,Available,STANDARD
92703,SANTA ANA,CA,Available,STANDARD
92704,SANTA ANA,CA,Available,STANDARD
92705,SANTA ANA,CA,Available,STANDARD
92706,SANTA ANA,CA,Available,STANDARD
92707,SANTA ANA,CA,Available,STANDARD
92708,FOUNTAIN VALLEY,CA,Available,STANDARD
92709,IRVINE,CA,Available,UNIQUE
92710,IRVINE,CA,Available,UNIQUE
92711,SANTA ANA,CA,Available,STANDARD
92712,SANTA ANA,CA,Available,STANDARD
92728,FOUNTAIN VALLEY,CA,Available,STANDARD
92735,SANTA ANA,CA,Available,STANDARD
92780,TUSTIN,CA,Available,STANDARD
92781,TUSTIN,CA,Available,STANDARD
92782,TUSTIN,CA,Available,STANDARD
92799,SANTA ANA,CA,Available,STANDARD
92801,ANAHEIM,CA,Available,STANDARD
92802,ANAHEIM,CA,Available,STANDARD
92803,ANAHEIM,CA,Available,STANDARD
92804,ANAHEIM,CA,Available,STANDARD
92805,ANAHEIM,CA,Available,STANDARD
92806,ANAHEIM,CA,Available,STANDARD
92807,ANAHEIM,CA,Available,STANDARD
92808,ANAHEIM,CA,Available,STANDARD
92809,ANAHEIM,CA,Available,STANDARD
92811,ATWOOD,CA,Available,PO BOX ONLY
92812,ANAHEIM,CA,Available,STANDARD
92814,ANAHEIM,CA,Available,STANDARD
92815,ANAHEIM,CA,Available,STANDARD
92816,ANAHEIM,CA,Available,STANDARD
92817,ANAHEIM,CA,Available,STANDARD
92821,BREA,CA,Available,STANDARD
92822,BREA,CA,Available,STANDARD
92823,BREA,CA,Available,STANDARD
92825,ANAHEIM,CA,Available,STANDARD
92831,FULLERTON,CA,Available,STANDARD
92832,FULLERTON,CA,Available,STANDARD
92833,FULLERTON,CA,Available,STANDARD
92834,FULLERTON,CA,Available,STANDARD
92835,FULLERTON,CA,Available,STANDARD
92836,FULLERTON,CA,Available,STANDARD
92837,FULLERTON,CA,Available,STANDARD
92838,FULLERTON,CA,Available,STANDARD
92840,GARDEN GROVE,CA,Available,STANDARD
92841,GARDEN GROVE,CA,Available,STANDARD
92842,GARDEN GROVE,CA,Available,STANDARD
92843,GARDEN GROVE,CA,Available,STANDARD
92844,GARDEN GROVE,CA,Available,STANDARD
92845,GARDEN GROVE,CA,Available,STANDARD
92846,GARDEN GROVE,CA,Available,STANDARD
92850,ANAHEIM,CA,Available,UNIQUE
92856,ORANGE,CA,Available,STANDARD
92857,ORANGE,CA,Available,STANDARD
92859,ORANGE,CA,Available,STANDARD
92860,NORCO,CA,Available,STANDARD
92861,VILLA PARK,CA,Available,STANDARD
92862,ORANGE,CA,Available,STANDARD
92863,ORANGE,CA,Available,STANDARD
92864,ORANGE,CA,Available,STANDARD
92865,ORANGE,CA,Available,STANDARD
92866,ORANGE,CA,Available,STANDARD
92867,ORANGE,CA,Available,STANDARD
92868,ORANGE,CA,Available,STANDARD
92869,ORANGE,CA,Available,STANDARD
92870,PLACENTIA,CA,Available,STANDARD
92871,PLACENTIA,CA,Available,STANDARD
92877,CORONA,CA,Available,STANDARD
92878,CORONA,CA,Available,STANDARD
92879,CORONA,CA,Available,STANDARD
92880,CORONA,CA,Available,STANDARD
92881,CORONA,CA,Available,STANDARD
92882,CORONA,CA,Available,STANDARD
92883,CORONA,CA,Available,STANDARD
92885,YORBA LINDA,CA,Available,STANDARD
92886,YORBA LINDA,CA,Available,STANDARD
92887,YORBA LINDA,CA,Available,STANDARD
92899,ANAHEIM,CA,Available,STANDARD
93020,MOORPARK,CA,Available,STANDARD
93021,MOORPARK,CA,Available,STANDARD
93062,SIMI VALLEY,CA,Available,STANDARD
93063,SIMI VALLEY,CA,Available,STANDARD
93065,SIMI VALLEY,CA,Available,STANDARD
93093,SIMI VALLEY,CA,Available,STANDARD
93094,SIMI VALLEY,CA,Available,STANDARD
93099,SIMI VALLEY,CA,Available,UNIQUE
